,FACILITY,Tool,WBS,Cluster,Description,Begin,End,IIO_User_id,Fab300_User_id,Modules,Fab300_Duration,IIO_Duration,LithoCluster,Scanners.id,TR_Cluster
1259,PLINE300,H6300_2,31199/01514,,test,2023-01-11 13:00:00,2023-01-11 15:00:00,furuka28,,,,2.0,,,
1260,PLINE300,H6300_2,31199/01514,,test,2023-01-12 12:00:00,2023-01-12 14:00:00,furuka28,,,,2.0,,,
1261,PLINE300,H6300_2,31199/01514,,test,2023-01-18 13:00:00,2023-01-18 15:00:00,furuka28,,,,2.0,,,
1262,PLINE300,H6300_2,31199/01514,,test,2023-01-19 12:00:00,2023-01-19 14:00:00,furuka28,,,,2.0,,,
1263,PLINE300,H6300_2,31199/01514,,test,2023-01-20 10:30:00,2023-01-20 12:00:00,furuka28,,,,1.5,,,
1264,PLINE300,H6300_2,31199/01617,,lam work,2023-01-04 11:00:00,2023-01-04 13:00:00,haider15,,,,2.0,,,
1265,PLINE300,H6300_2,31199/01617,,LAM,2023-01-09 13:00:00,2023-01-09 15:00:00,haider15,,,,2.0,,,
1266,PLINE300,H6300_2,31199/01617,,sds,2023-01-18 11:00:00,2023-01-18 13:00:00,haider15,,,,2.0,,,
1267,PLINE300,H6300_2,31199/01617,,dfdf,2023-01-19 17:00:00,2023-01-19 19:00:00,haider15,,,,2.0,,,
1268,PLINE300,H6300_2,31199/01617,,dsfsd,2023-01-20 16:00:00,2023-01-20 18:00:00,haider15,,,,2.0,,,
1269,PLINE300,H6300_2,31199/01617,,ADI,2023-01-23 13:00:00,2023-01-23 15:00:00,huang72,,,,2.0,,,
1270,PLINE300,H6300_2,31199/01655,,recipe,2023-01-16 06:00:00,2023-01-16 07:00:00,vdbroecn,,,,1.0,,,
1271,PLINE300,H6300_2,31199/01655,,recipe,2023-01-26 11:00:00,2023-01-26 12:00:00,vdbroecn,,,,1.0,,,
1272,PLINE300,H6300_2,31199/01693,,Zeon,2023-01-08 22:00:00,2023-01-09 00:00:00,akihid10,,,,2.0,,,
1273,PLINE300,H6300_2,31199/01756,,APC,2023-01-14 09:00:00,2023-01-14 13:00:00,rincon,,,,4.0,,,
1274,PLINE300,H6300_2,31199/01756,,APC,2023-01-17 10:00:00,2023-01-17 13:00:00,rincon,,,,3.0,,,
1275,PLINE300,H6300_2,31199/01851,,recipe,2023-01-25 13:00:00,2023-01-25 15:00:00,vdbroecn,,,,2.0,,,
1276,PLINE300,H6300_2,31199/01873,,meas,2023-01-16 10:00:00,2023-01-16 13:00:00,kovale23,,,,3.0,,,
1277,PLINE300,H6300_2,31199/01873,,meas,2023-01-18 09:30:00,2023-01-18 11:00:00,kovale23,,,,1.5,,,
1278,PLINE300,H6300_2,31199/01873,,meas,2023-01-19 14:00:00,2023-01-19 17:00:00,kovale23,,,,3.0,,,
1279,PLINE300,H6300_2,31199/01873,,meas,2023-01-24 15:00:00,2023-01-24 19:00:00,kovale23,,,,4.0,,,
1280,PLINE300,H6300_2,31199/01876,,D,2023-01-25 15:00:00,2023-01-25 18:00:00,gupta76,,,,3.0,,,
1281,PLINE300,H6300_2,31199/01877,,Aberr,2023-01-09 10:00:00,2023-01-09 13:00:00,vlookl,,,,3.0,,,
1282,PLINE300,H6300_2,31199/01877,,APC,2023-01-20 14:00:00,2023-01-20 16:00:00,bekaert,,,,2.0,,,
1283,PLINE300,H6300_2,31199/01877,,APC wafers,2023-01-23 10:00:00,2023-01-23 11:00:00,scharn75,,,,1.0,,,
1284,PLINE300,H6300_2,31199/01878,,meas,2023-01-25 09:30:00,2023-01-25 11:00:00,kovale23,,,,1.5,,,
1285,PLINE300,H6300_2,31199/01889,,q,2023-01-03 15:00:00,2023-01-03 19:00:00,vdbroecn,,,,4.0,,,
1286,PLINE300,H6300_2,31199/01918,,test,2023-01-20 09:00:00,2023-01-20 10:30:00,roy82,,,,1.5,,,
1287,PLINE300,H6300_2,31199/01918,,test,2023-01-23 15:00:00,2023-01-23 17:00:00,roy82,,,,2.0,,,
1288,PLINE300,H6300_2,31199/01918,,test,2023-01-24 13:00:00,2023-01-24 15:00:00,roy82,,,,2.0,,,
1289,PLINE300,H6300_2,31199/01988,,Use,2023-01-06 18:00:00,2023-01-06 22:00:00,zidan45,,,,4.0,,,
1290,PLINE300,H6300_2,31199/01988,,Use,2023-01-10 21:00:00,2023-01-11 00:00:00,zidan45,,,,3.0,,,
1291,PLINE300,H6300_2,31199/01988,,Use,2023-01-13 19:00:00,2023-01-13 21:00:00,zidan45,,,,2.0,,,
1292,PLINE300,H6300_2,31199/01988,,recipe check,2023-01-16 14:00:00,2023-01-16 15:00:00,drent34,,,,1.0,,,
1293,PLINE300,H6300_2,31199/01988,,meas,2023-01-20 08:00:00,2023-01-20 09:00:00,chowri97,,,,1.0,,,
1294,PLINE300,H6300_2,31199/01988,,meas,2023-01-23 09:00:00,2023-01-23 09:30:00,chowri97,,,,0.5,,,
1295,PLINE300,H6300_2,31199/02019,,private,2023-01-15 19:30:00,2023-01-15 23:00:00,fukumu91,,,,3.5,,,
1296,PLINE300,H6300_2,31199/02273,,proc dev,2023-01-02 07:30:00,2023-01-02 08:30:00,ramane56,,,,1.0,,,
1297,PLINE300,H6300_2,31199/02273,,proc dev,2023-01-06 12:00:00,2023-01-06 14:00:00,ramane56,,,,2.0,,,
1298,PLINE300,H6300_2,31199/02273,,proc dev,2023-01-09 17:00:00,2023-01-09 19:00:00,ramane56,,,,2.0,,,
1299,PLINE300,H6300_2,31199/02273,,mea,2023-01-10 09:00:00,2023-01-10 13:00:00,xiang38,,,,4.0,,,
1300,PLINE300,H6300_2,31199/02273,,mea,2023-01-11 15:00:00,2023-01-11 19:00:00,xiang38,,,,4.0,,,
1301,PLINE300,H6300_2,31199/02273,,mea,2023-01-12 08:00:00,2023-01-12 12:00:00,xiang38,,,,4.0,,,
1302,PLINE300,H6300_2,31199/02273,,PD,2023-01-13 08:00:00,2023-01-13 09:00:00,ramane56,,,,1.0,,,
1303,PLINE300,H6300_2,31199/02273,,mea,2023-01-14 13:00:00,2023-01-14 15:00:00,xiang38,,,,2.0,,,
1304,PLINE300,H6300_2,31199/02273,,mea,2023-01-15 10:00:00,2023-01-15 12:00:00,xiang38,,,,2.0,,,
1305,PLINE300,H6300_2,31199/02273,,PD,2023-01-16 07:00:00,2023-01-16 10:00:00,ramane56,,,,3.0,,,
1306,PLINE300,H6300_2,31199/02273,,mea,2023-01-18 17:00:00,2023-01-18 19:00:00,xiang38,,,,2.0,,,
1307,PLINE300,H6300_2,31199/02273,,mea,2023-01-19 08:00:00,2023-01-19 10:00:00,xiang38,,,,2.0,,,
1308,PLINE300,H6300_2,31199/02273,,PD,2023-01-20 12:00:00,2023-01-20 14:00:00,ramane56,,,,2.0,,,
1309,PLINE300,H6300_2,31199/02273,,PD,2023-01-23 07:00:00,2023-01-23 09:00:00,ramane56,,,,2.0,,,
1310,PLINE300,H6300_2,31199/02273,,PD,2023-01-24 09:00:00,2023-01-24 10:00:00,ramane56,,,,1.0,,,
1311,PLINE300,H6300_2,31199/02273,,proc dev,2023-01-25 08:00:00,2023-01-25 08:30:00,ramane56,,,,0.5,,,
1312,PLINE300,H6300_2,31199/02273,,PD,2023-01-25 18:00:00,2023-01-25 19:00:00,ramane56,,,,1.0,,,
1313,PLINE300,H6300_2,31199/02287,,APC,2023-01-09 15:00:00,2023-01-09 17:00:00,das89,,,,2.0,,,
1314,PLINE300,H6300_2,31199/02287,,APC,2023-01-10 13:00:00,2023-01-10 15:00:00,das89,,,,2.0,,,
1315,PLINE300,H6300_2,31199/02287,,APC,2023-01-11 11:00:00,2023-01-11 13:00:00,das89,,,,2.0,,,
1316,PLINE300,H6300_2,31199/02287,,APC,2023-01-13 16:00:00,2023-01-13 19:00:00,das89,,,,3.0,,,
1317,PLINE300,H6300_2,31199/02287,,APC,2023-01-25 19:00:00,2023-01-25 20:00:00,das89,,,,1.0,,,
1318,PLINE300,H6300_2,31199/31021,,Rajesh ADI,2023-01-14 08:00:00,2023-01-14 09:00:00,demand38,,,,1.0,,,
1319,PLINE300,H6300_2,31199/31147,,rax,2023-01-08 09:00:00,2023-01-08 16:00:00,kim69,,,,7.0,,,
1320,PLINE300,H6300_2,31199/31811,,recipe,2023-01-04 15:00:00,2023-01-04 17:00:00,vdbroecn,,,,2.0,,,
1321,PLINE300,H6300_2,31199/31811,,Recipe creation,2023-01-11 08:00:00,2023-01-11 11:00:00,vdbroecn,,,,3.0,,,
1322,PLINE300,H6300_2,31199/31811,,subfield recipe crearion,2023-01-26 12:00:00,2023-01-26 14:00:00,vdbroecn,,,,2.0,,,
1323,PLINE300,H6300_2,38199/01132,,SIGMA3 MODEL,2023-01-23 11:00:00,2023-01-23 13:00:00,baerts,,,,2.0,,,
1324,PLINE300,H6300_2,38199/37862,,Use,2023-01-10 08:00:00,2023-01-10 09:00:00,debruy71,,,,1.0,,,
1325,PLINE300,H6300_2,98600/00962,,Recipe creation,2023-01-04 09:30:00,2023-01-04 10:00:00,dauend87,,,,0.5,,,
1326,PLINE300,H6300_2,98601/01062,,Use,2023-01-03 13:00:00,2023-01-03 14:00:00,debruy71,,,,1.0,,,
1327,PLINE300,H6300_2,98601/01971,,dev,2023-01-17 08:00:00,2023-01-17 09:30:00,thiam14,,,,1.5,,,
1328,PLINE300,H6300_2,98601/01971,,meas,2023-01-18 08:00:00,2023-01-18 09:30:00,thiam14,,,,1.5,,,
1329,PLINE300,HELIOS1200,00999/00505,,test mik ignore,2023-01-20 15:00:00,2023-01-20 16:00:00,menum,,,,1.0,,,
1330,PLINE300,HELIOS1200,00999/00505,,test mik ignore,2023-01-25 18:30:00,2023-01-25 19:00:00,menum,,,,0.5,,,
1331,PLINE300,HELIOS1200,32299/00013,,FIB,2023-01-21 10:00:00,2023-01-21 12:00:00,cochet,,,,2.0,,,
1332,PLINE300,HELIOS1200,37092/02172,,i,2023-01-03 10:00:00,2023-01-03 12:00:00,vrancken,,,,2.0,,,
1333,PLINE300,HELIOS1200,37092/02172,,i,2023-01-13 08:00:00,2023-01-13 10:00:00,brus,,,,2.0,,,
1334,PLINE300,HELIOS1200,37092/02172,,i,2023-01-13 14:00:00,2023-01-13 16:00:00,hawrij19,,,,2.0,,,
1335,PLINE300,HELIOS1200,37092/02172,,i,2023-01-14 10:00:00,2023-01-14 12:00:00,stiersj,,,,2.0,,,
1336,PLINE300,HELIOS1200,37092/02172,,i,2023-01-17 10:00:00,2023-01-17 12:00:00,vrancken,,,,2.0,,,
1337,PLINE300,HELIOS1200,37092/02172,,i,2023-01-18 07:30:00,2023-01-18 10:00:00,brus;hawrij19,,,,2.5,,,
1338,PLINE300,HELIOS1200,37092/02172,,i,2023-01-22 08:00:00,2023-01-22 10:00:00,caluwaer,,,,2.0,,,
1339,PLINE300,HELIOS1200,37092/02172,,i,2023-01-25 08:00:00,2023-01-25 10:00:00,stiersj,,,,2.0,,,
1340,PLINE300,HELIOS1200,37092/02172,,i,2023-01-26 08:00:00,2023-01-26 10:00:00,vrancken,,,,2.0,,,
1341,PLINE300,HELIOS1200,38199/01490,,Inspection,2023-01-20 16:00:00,2023-01-20 18:00:00,stiersj,,,,2.0,,,
1342,PLINE300,HELIOS1200_2,37092/02172,,i,2023-01-21 14:00:00,2023-01-21 16:00:00,hawrij19,,,,2.0,,,
1343,PLINE300,HELIOS450,42199/00144,,APT Specimen Preparation,2023-01-26 09:00:00,2023-01-26 13:00:00,scheer40,,,,4.0,,,
1344,PLINE300,HELIOS450,42199/00160,,FIB,2023-01-11 10:00:00,2023-01-11 13:00:00,impagn97,,,,3.0,,,
1345,PLINE300,HELIOS450,42199/00160,,cross section;tem sample prep,2023-01-12 14:00:00,2023-01-12 22:00:00,agati92;carola29,,,,8.0,,,
1346,PLINE300,HELIOS450,42199/00160,,TEM prep,2023-01-13 07:00:00,2023-01-13 15:00:00,han27,,,,8.0,,,
1347,PLINE300,HELIOS450,42199/00160,,cross section,2023-01-14 10:30:00,2023-01-14 12:00:00,carola29,,,,1.5,,,
1348,PLINE300,HELIOS450,42199/00160,,cross section,2023-01-15 12:30:00,2023-01-15 16:00:00,carola29,,,,3.5,,,
1349,PLINE300,HELIOS450,42199/00160,,TEMprep,2023-01-16 14:00:00,2023-01-16 22:00:00,nelisl,,,,8.0,,,
1350,PLINE300,HELIOS450,42199/00160,,TEMprep,2023-01-17 14:00:00,2023-01-17 22:00:00,nelisl,,,,8.0,,,
1351,PLINE300,HELIOS450,42199/00160,,TEM prep,2023-01-18 14:00:00,2023-01-18 16:30:00,han27,,,,2.5,,,
1352,PLINE300,HELIOS450,42199/00160,,tem sample prep,2023-01-19 10:00:00,2023-01-19 16:00:00,agati92,,,,6.0,,,
1353,PLINE300,HELIOS450,42199/00160,,cross section,2023-01-19 19:30:00,2023-01-19 22:00:00,carola29,,,,2.5,,,
1354,PLINE300,HELIOS450,42199/00160,,tem sample prep,2023-01-20 06:00:00,2023-01-20 10:00:00,agati92,,,,4.0,,,
1355,PLINE300,HELIOS450,42199/00249,,AP sample trep,2023-01-20 10:00:00,2023-01-20 17:00:00,morris43,,,,7.0,,,
1356,PLINE300,HELIOS460,37092/02172,,i,2023-01-20 08:00:00,2023-01-20 09:00:00,vrancken,,,,1.0,,,
1357,PLINE300,HELIOS460,39320/36502,,Andrea,2023-01-05 14:00:00,2023-01-05 18:00:00,mander15,,,,4.0,,,
1358,PLINE300,HELIOS460,39320/36502,,TEM prep,2023-01-06 15:00:00,2023-01-06 16:30:00,seidelf,,,,1.5,,,
1359,PLINE300,HELIOS460,39320/36502,,Andrea,2023-01-12 06:00:00,2023-01-12 10:00:00,mander15,,,,4.0,,,
1360,PLINE300,HELIOS460,42199/00159,,FIB marks,2023-01-13 11:00:00,2023-01-13 13:00:00,lagrain,,,,2.0,,,
1361,PLINE300,HELIOS460,42199/00160,,FIB,2023-01-04 14:00:00,2023-01-04 18:00:00,impagn97,,,,4.0,,,
1362,PLINE300,HELIOS460,42199/00160,,tem sample prep,2023-01-13 14:00:00,2023-01-13 18:00:00,agati92,,,,4.0,,,
1363,PLINE300,HELIOS460,42199/00160,,TEM prep,2023-01-19 10:00:00,2023-01-19 14:00:00,drijboom,,,,4.0,,,
1364,PLINE300,HELIOS460,42199/00160,,TEM prep,2023-01-20 10:00:00,2023-01-20 17:00:00,drijboom,,,,7.0,,,
1365,PLINE300,HELIOS460,42199/00160,,FIB,2023-01-23 14:00:00,2023-01-23 17:00:00,impagn97,,,,3.0,,,
1366,PLINE300,HELIOS460,42199/00160,,FIB,2023-01-25 14:00:00,2023-01-25 17:00:00,impagn97,,,,3.0,,,
1367,PLINE300,HELIOS_G5,39320/36502,,TEM prep,2023-01-04 15:30:00,2023-01-04 17:30:00,seidelf,,,,2.0,,,
1368,PLINE300,HELIOS_G5,42199/00160,,TEM prep,2023-01-02 10:00:00,2023-01-02 17:00:00,drijboom,,,,7.0,,,
1369,PLINE300,HELIOS_G5,42199/00160,,DPC presentation,2023-01-03 07:00:00,2023-01-03 15:30:00,koryto87,,,,8.5,,,
1370,PLINE300,HELIOS_G5,42199/00160,,FIB,2023-01-05 10:00:00,2023-01-05 17:00:00,drijboom,,,,7.0,,,
1371,PLINE300,HELIOS_G5,42199/00160,,FIB,2023-01-06 10:00:00,2023-01-06 17:00:00,drijboom,,,,7.0,,,
1372,PLINE300,HELIOS_G5,42199/00160,,'-,2023-01-06 22:00:00,2023-01-07 06:00:00,pauluss,,,,8.0,,,
1373,PLINE300,HELIOS_G5,42199/00160,,DPC presentation,2023-01-07 10:00:00,2023-01-07 18:00:00,koryto87,,,,8.0,,,
1374,PLINE300,HELIOS_G5,42199/00160,,'-,2023-01-07 18:30:00,2023-01-08 00:00:00,pauluss,,,,5.5,,,
1375,PLINE300,HELIOS_G5,42199/00160,,DPC presentation,2023-01-08 10:00:00,2023-01-08 18:00:00,koryto87,,,,8.0,,,
1376,PLINE300,HELIOS_G5,42199/00160,,'=,2023-01-08 18:30:00,2023-01-09 00:00:00,pauluss,,,,5.5,,,
1377,PLINE300,HELIOS_G5,42199/00160,,TEM prep,2023-01-10 07:00:00,2023-01-10 12:00:00,han27,,,,5.0,,,
1378,PLINE300,HELIOS_G5,42199/00160,,TEM prep,2023-01-10 13:00:00,2023-01-10 15:00:00,han27,,,,2.0,,,
1379,PLINE300,HELIOS_G5,42199/00160,,TEM spec prep,2023-01-10 22:00:00,2023-01-11 06:00:00,nalinm87,,,,8.0,,,
1380,PLINE300,HELIOS_G5,42199/00160,,TEM prep,2023-01-11 06:30:00,2023-01-11 14:00:00,han27,,,,7.5,,,
1381,PLINE300,HELIOS_G5,42199/00160,,'-;TEM spec prep,2023-01-11 22:30:00,2023-01-12 07:00:00,nalinm87;pauluss,,,,8.5,,,
1382,PLINE300,HELIOS_G5,42199/00160,,TEM prep,2023-01-12 08:30:00,2023-01-12 13:00:00,han27,,,,4.5,,,
1383,PLINE300,HELIOS_G5,42199/00160,,TEM spec prep,2023-01-12 22:00:00,2023-01-13 01:00:00,nalinm87,,,,3.0,,,
1384,PLINE300,HELIOS_G5,42199/00160,,TEM prep,2023-01-16 10:30:00,2023-01-16 17:30:00,drijboom,,,,7.0,,,
1385,PLINE300,HELIOS_G5,42199/00160,,'-;TEM prep,2023-01-17 10:30:00,2023-01-17 20:00:00,drijboom;pauluss,,,,9.5,,,
1386,PLINE300,HELIOS_G5,42199/00160,,TEM spec prep,2023-01-18 14:00:00,2023-01-18 18:00:00,nalinm87,,,,4.0,,,
1387,PLINE300,HELIOS_G5,42199/00160,,TEM prep,2023-01-19 14:00:00,2023-01-19 18:00:00,han27,,,,4.0,,,
1388,PLINE300,HELIOS_G5,42199/00160,,TEM prep,2023-01-20 13:00:00,2023-01-20 16:00:00,drijboom,,,,3.0,,,
1389,PLINE300,HELIOS_G5,42199/00160,,TEM prep,2023-01-23 10:00:00,2023-01-23 17:30:00,drijboom,,,,7.5,,,
1390,PLINE300,HELIOS_G5,42199/00160,,TEM prep;TEM spec thinning,2023-01-24 10:00:00,2023-01-24 19:00:00,drijboom;nalinm87,,,,9.0,,,
1391,PLINE300,HELIOS_G5,42199/00160,,TEM prep,2023-01-26 06:30:00,2023-01-26 17:30:00,drijboom;han27,,,,11.0,,,
1392,PLINE300,HITACHI4000,36003/36504,,For Wen,2023-01-20 10:00:00,2023-01-20 11:30:00,habash25,,,,1.5,,,
1393,PLINE300,HITACHI4000,98850/02081,,AL224412,2023-01-06 07:00:00,2023-01-06 08:30:00,moelants,,,,1.5,,,
1394,PLINE300,HITACHI5000,31007/30076,,sec,2023-01-15 19:00:00,2023-01-15 20:00:00,nonaka89,,,,1.0,,,
1395,PLINE300,HITACHI5000,31199/00650,,DSA,2023-01-06 12:00:00,2023-01-06 14:00:00,verstr99,,,,2.0,,,
1396,PLINE300,HITACHI5000,31199/00650,,DSA,2023-01-18 09:00:00,2023-01-18 10:00:00,vanbel53,,,,1.0,,,
1397,PLINE300,HITACHI5000,31199/00650,,DSA,2023-01-19 09:00:00,2023-01-19 10:00:00,vanbel53,,,,1.0,,,
1398,PLINE300,HITACHI5000,31199/00650,,DSA,2023-01-26 09:00:00,2023-01-26 10:00:00,vanbel53,,,,1.0,,,
1399,PLINE300,HITACHI5000,31199/00653,,devinp,2023-01-03 18:00:00,2023-01-03 20:00:00,debacker,,,,2.0,,,
1400,PLINE300,HITACHI5000,31199/00653,,devinp,2023-01-04 16:00:00,2023-01-04 19:00:00,debacker,,,,3.0,,,
1401,PLINE300,HITACHI5000,31199/00653,,P36 ATLAS2,2023-01-05 08:00:00,2023-01-05 09:30:00,herman57,,,,1.5,,,
1402,PLINE300,HITACHI5000,31199/00653,,AL230075,2023-01-06 10:30:00,2023-01-06 12:00:00,alaertsw,,,,1.5,,,
1403,PLINE300,HITACHI5000,31199/00653,,devinp,2023-01-07 07:00:00,2023-01-07 16:30:00,debacker,,,,9.5,,,
1404,PLINE300,HITACHI5000,31199/00653,,devinp,2023-01-08 06:00:00,2023-01-08 07:00:00,debacker,,,,1.0,,,
1405,PLINE300,HITACHI5000,31199/00653,,devinp,2023-01-08 08:00:00,2023-01-08 09:00:00,debacker,,,,1.0,,,
1406,PLINE300,HITACHI5000,31199/00653,,devinp,2023-01-08 14:00:00,2023-01-08 17:00:00,debacker,,,,3.0,,,
1407,PLINE300,HITACHI5000,31199/00653,,hold,2023-01-11 01:00:00,2023-01-11 04:00:00,alaertsw,,,,3.0,,,
1408,PLINE300,HITACHI5000,31199/00653,,hold,2023-01-12 01:00:00,2023-01-12 05:00:00,alaertsw,,,,4.0,,,
1409,PLINE300,HITACHI5000,31199/00653,,hold,2023-01-13 00:00:00,2023-01-13 06:00:00,alaertsw,,,,6.0,,,
1410,PLINE300,HITACHI5000,31199/00653,,/,2023-01-14 07:00:00,2023-01-14 12:00:00,vandeney,,,,5.0,,,
1411,PLINE300,HITACHI5000,31199/00653,,training,2023-01-17 10:00:00,2023-01-17 13:00:00,blanco74,,,,3.0,,,
1412,PLINE300,HITACHI5000,31199/00653,,devinp;hold,2023-01-18 10:00:00,2023-01-18 19:00:00,alaertsw;debacker,,,,9.0,,,
1413,PLINE300,HITACHI5000,31199/00653,,devinp,2023-01-19 05:30:00,2023-01-19 09:00:00,debacker,,,,3.5,,,
1414,PLINE300,HITACHI5000,31199/00653,,devinp,2023-01-19 10:00:00,2023-01-19 13:00:00,debacker,,,,3.0,,,
1415,PLINE300,HITACHI5000,31199/00653,,devinp,2023-01-20 03:00:00,2023-01-20 11:00:00,debacker,,,,8.0,,,
1416,PLINE300,HITACHI5000,31199/00653,,hold,2023-01-21 09:00:00,2023-01-21 18:00:00,alaertsw,,,,9.0,,,
1417,PLINE300,HITACHI5000,31199/00653,,hold,2023-01-22 14:00:00,2023-01-22 17:00:00,alaertsw,,,,3.0,,,
1418,PLINE300,HITACHI5000,31199/00653,,devinp,2023-01-24 01:00:00,2023-01-24 03:00:00,debacker,,,,2.0,,,
1419,PLINE300,HITACHI5000,31199/00653,,devinp,2023-01-24 10:00:00,2023-01-24 13:00:00,vandeney,,,,3.0,,,
1420,PLINE300,HITACHI5000,31199/00653,,DEVINPO,2023-01-25 01:00:00,2023-01-25 04:00:00,debacker,,,,3.0,,,
1421,PLINE300,HITACHI5000,31199/00653,,cdsem,2023-01-25 10:00:00,2023-01-25 11:00:00,mingar54,,,,1.0,,,
1422,PLINE300,HITACHI5000,31199/00653,,devinp,2023-01-26 01:00:00,2023-01-26 05:00:00,debacker,,,,4.0,,,
1423,PLINE300,HITACHI5000,31199/00653,,/,2023-01-26 06:00:00,2023-01-26 09:00:00,vandeney,,,,3.0,,,
1424,PLINE300,HITACHI5000,31199/01057,,APC,2023-01-17 16:00:00,2023-01-17 18:00:00,schelc12,,,,2.0,,,
1425,PLINE300,HITACHI5000,31199/01514,,test,2023-01-08 19:00:00,2023-01-09 01:00:00,furuka28,,,,6.0,,,
1426,PLINE300,HITACHI5000,31199/01617,,Inspection,2023-01-05 20:00:00,2023-01-06 00:00:00,huang72,,,,4.0,,,
1427,PLINE300,HITACHI5000,31199/01617,,a,2023-01-13 12:30:00,2023-01-13 13:30:00,huang72,,,,1.0,,,
1428,PLINE300,HITACHI5000,31199/01617,,ADI,2023-01-19 16:00:00,2023-01-19 18:00:00,zaid49,,,,2.0,,,
1429,PLINE300,HITACHI5000,31199/01617,,ADI,2023-01-20 16:00:00,2023-01-20 19:00:00,zaid49,,,,3.0,,,
1430,PLINE300,HITACHI5000,31199/01617,,lam work,2023-01-25 11:00:00,2023-01-25 13:00:00,haider15,,,,2.0,,,
1431,PLINE300,HITACHI5000,31199/01680,,Merck,2023-01-03 13:00:00,2023-01-03 16:00:00,hillen84,,,,3.0,,,
1432,PLINE300,HITACHI5000,31199/01680,,EUVR,2023-01-04 13:00:00,2023-01-04 15:00:00,kim94,,,,2.0,,,
1433,PLINE300,HITACHI5000,31199/01680,,Merck,2023-01-05 13:00:00,2023-01-05 16:00:00,hillen84,,,,3.0,,,
1434,PLINE300,HITACHI5000,31199/01680,,R,2023-01-06 18:00:00,2023-01-07 00:00:00,kampit73,,,,6.0,,,
1435,PLINE300,HITACHI5000,31199/01680,,R,2023-01-17 15:00:00,2023-01-17 16:00:00,hillen84,,,,1.0,,,
1436,PLINE300,HITACHI5000,31199/01680,,R,2023-01-17 18:00:00,2023-01-18 00:00:00,hillen84,,,,6.0,,,
1437,PLINE300,HITACHI5000,31199/01680,,R,2023-01-23 09:00:00,2023-01-23 12:30:00,hillen84,,,,3.5,,,
1438,PLINE300,HITACHI5000,31199/01680,,R,2023-01-23 14:00:00,2023-01-23 18:00:00,hillen84,,,,4.0,,,
1439,PLINE300,HITACHI5000,31199/01680,,Recipe creation,2023-01-24 09:00:00,2023-01-24 10:00:00,kampit73,,,,1.0,,,
1440,PLINE300,HITACHI5000,31199/01680,,R,2023-01-25 08:30:00,2023-01-25 10:00:00,kim94,,,,1.5,,,
1441,PLINE300,HITACHI5000,31199/01680,,R,2023-01-26 13:00:00,2023-01-26 16:00:00,hillen84,,,,3.0,,,
1442,PLINE300,HITACHI5000,31199/01693,,Zeon,2023-01-14 15:00:00,2023-01-14 20:00:00,yeh39,,,,5.0,,,
1443,PLINE300,HITACHI5000,31199/01765,,meas,2023-01-23 07:00:00,2023-01-23 09:00:00,delvaux,,,,2.0,,,
1444,PLINE300,HITACHI5000,31199/01880,,APC,2023-01-05 11:00:00,2023-01-05 12:30:00,schelc12,,,,1.5,,,
1445,PLINE300,HITACHI5000,31199/01889,,SALELE,2023-01-05 16:00:00,2023-01-05 18:00:00,blanco74,,,,2.0,,,
1446,PLINE300,HITACHI5000,31199/01889,,SALELE,2023-01-06 16:00:00,2023-01-06 18:00:00,blanco74,,,,2.0,,,
1447,PLINE300,HITACHI5000,31199/01889,,SAELE,2023-01-11 09:00:00,2023-01-11 10:00:00,blanco74,,,,1.0,,,
1448,PLINE300,HITACHI5000,31199/01918,,for Mohand,2023-01-04 10:00:00,2023-01-04 11:00:00,raymae79,,,,1.0,,,
1449,PLINE300,HITACHI5000,31199/01918,,Mohands work,2023-01-11 08:00:00,2023-01-11 09:00:00,haider15,,,,1.0,,,
1450,PLINE300,HITACHI5000,31199/01918,,i,2023-01-13 09:00:00,2023-01-13 10:00:00,raymae79,,,,1.0,,,
1451,PLINE300,HITACHI5000,31199/01918,,p,2023-01-13 13:30:00,2023-01-13 14:00:00,goovae19,,,,0.5,,,
1452,PLINE300,HITACHI5000,31199/01918,,ADI,2023-01-19 01:00:00,2023-01-19 05:00:00,zaid49,,,,4.0,,,
1453,PLINE300,HITACHI5000,31199/01918,,ADI,2023-01-19 14:00:00,2023-01-19 16:00:00,zaid49,,,,2.0,,,
1454,PLINE300,HITACHI5000,31199/01918,,cdsem,2023-01-20 12:30:00,2023-01-20 14:00:00,jambal44,,,,1.5,,,
1455,PLINE300,HITACHI5000,31199/01918,,lam work,2023-01-21 00:00:00,2023-01-21 02:00:00,haider15,,,,2.0,,,
1456,PLINE300,HITACHI5000,31199/01918,,ADI,2023-01-24 16:00:00,2023-01-24 18:00:00,zaid49,,,,2.0,,,
1457,PLINE300,HITACHI5000,31199/01918,,ADI,2023-01-24 21:00:00,2023-01-25 01:00:00,zaid49,,,,4.0,,,
1458,PLINE300,HITACHI5000,31199/01918,,ADI;Use,2023-01-25 16:00:00,2023-01-25 19:00:00,zaid49,,,,3.0,,,
1459,PLINE300,HITACHI5000,31199/01918,,ADI,2023-01-25 21:00:00,2023-01-26 00:00:00,zaid49,,,,3.0,,,
1460,PLINE300,HITACHI5000,31199/01920,,pwec,2023-01-04 07:00:00,2023-01-04 10:00:00,baudem,,,,3.0,,,
